Industry,Work-life balance,Transparency,Toxic culture (R),Supportive culture,Strategy,Leadership,Innovation,Open to feedback,Agility,Ticker,Listing status,preperiod__prior_roa,preperiod__prior_revenue_growth,preperiod__prior_operating_margin,preperiod__prior_stock_return,preperiod__prior_stock_volatility,outcomes_longitudinal__forward_roa,outcomes_longitudinal__forward_operating_margin,outcomes_longitudinal__forward_revenue_growth,outcomes_longitudinal__secondary_no_washout_excess_tsr,outcomes_longitudinal__primary_three_month_washout_partial_excess_tsr,outcomes_longitudinal__sensitivity_six_month_washout_partial_excess_tsr,preculture_controls_longitudinal__publication_safe_roa_average,preculture_controls_longitudinal__publication_safe_roa_trend,preculture_controls_longitudinal__publication_safe_operating_margin_average,preculture_controls_longitudinal__publication_safe_operating_margin_trend,preculture_controls_longitudinal__publication_safe_revenue_growth_average,preculture_controls_longitudinal__publication_safe_assets_level,preculture_controls_longitudinal__publication_safe_leverage_level,preculture_controls_longitudinal__fiscal_period_revenue_growth_trend,preculture_controls_longitudinal__stock_2020_2022_avg_return,pre2023_headcount__publication_safe_log_headcount
Supply Chain & Logistics,-0.041822737,,0.673991404,1.283187569,,0.254047129,,,,DPSGY,Subsidiary (proxy = parent listing),,,,,,,,,,,,,,,,,,,,,
Supply Chain & Logistics,0.15045676,,0.151874579,0.504624184,,-0.326803143,,,,DPSGY,Subsidiary (proxy = parent listing),,,,,,,,,,,,,,,,,,,,,
Specialty Retail & Apparel,0.776053465,,0.915483447,0.600565483,,0.426526031,,,,DKS,Public (direct listing),0.16809615827862004,,0.16657786539864422,0.04224903292519855,0.5307677060925441,0.0571174323811657,0.07648425168785938,0.6267809292094912,-0.20855610764618726,-0.11193955700284053,-0.1489865216227101,,,0.08462510518779026,0.03727856462907755,0.13838577741439084,9041676000.0,,0.12272751447846224,0.48496764957195254,7.61085279039525
General Retail,-1.48514129,,-3.134260637,-0.979156803,,-1.282070654,,,,DDS,Public (direct listing),0.2657395941590303,,0.16879346801691417,0.33853876637820757,0.6591452392668673,0.16816890847761523,0.10556736986270675,0.026923581631459248,0.6353167154741486,0.13214696846947804,-0.1584731622589286,0.2657395941590303,,0.16879346801691417,,,3245557000.0,0.1875573283722948,,1.2297407819220252,10.325481962595504
Insurance,0.142753449,0.908975383,-0.534210825,-0.135289001,-0.76448761,-1.346029167,,-0.1943687,-2.027806542,DIISY,Public (direct listing),,,,,,,,,,,,,,,,,,,,,
Specialty Retail & Apparel,-1.301083294,,1.162352517,1.00894976,,1.510172776,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Financial Services,1.241146483,-1.012360932,0.431350468,0.640520696,-0.128177526,-0.039654367,,-0.185882355,0.684416187,DFS,Public (direct listing),,,,,,,,,,,,,,,,,,,,,
Telecommunications,-1.815656476,-0.538366557,-2.354609153,-1.10099388,-0.004276802,-1.211531497,,-1.842480081,0.684150854,SATS,Public (direct listing),0.04217519147496418,-0.059763421152510765,0.11986259063017629,-0.3638991904525992,0.38727543920479096,-0.3047579052261825,0.02186658938357275,-0.05226915998364756,4.750372757927247,3.3189933454870246,0.486747085180564,-0.00879429400340886,,0.069202071637877,0.03526993864264826,0.026389215102459174,6045204000.0,0.0,0.0026314221024372527,-0.20926431069234905,5.298317366548036
Media & Entertainment,-1.541108967,0.708724937,0.306418841,-0.706728107,0.453276875,0.546967667,0.106540483,0.716104079,0.419709848,DIS,Public (direct listing),0.015444603228388604,0.22700169094307165,0.08184038103527477,-0.44750137883135743,0.3746442762906513,0.05601972469279989,0.14303486423408696,0.06549257017061083,-0.1439665369451446,-0.40618594545839415,-0.23063521021176625,0.01700423300946923,-0.010061029818303173,0.1498574511078013,-0.021036415584961728,0.0659783418053284,203631000000.0,0.015076289955851516,0.14355690411752434,-0.11716802909691992,12.301382825334498
Travel & Leisure,-2.439181167,,-0.898292719,-0.540252011,,-0.510966743,,,,DIS,Subsidiary (proxy = parent listing),0.015444603228388604,0.22700169094307165,0.08184038103527477,-0.44750137883135743,0.3746442762906513,0.05601972469279989,0.14303486423408696,0.06549257017061083,-0.1439665369451446,-0.40618594545839415,-0.23063521021176625,0.01700423300946923,-0.010061029818303173,0.1498574511078013,-0.021036415584961728,0.0659783418053284,203631000000.0,0.015076289955851516,0.14355690411752434,-0.11716802909691992,12.301382825334498
Software & IT Services,-0.173346177,-2.910702595,-0.881841482,0.044327757,-1.736301062,-1.377329831,-0.680553238,-1.484554284,0.254534332,DOCU,Public (direct listing),-0.027535892557446782,,-0.029367700370109714,-0.6223248204573555,0.8156307146678341,0.0780885492858482,0.10639816851745286,0.08718739114834739,-0.6443042856649225,-0.5574624772280945,-0.37679389579304434,-0.1264551503096688,0.07154307181642992,-0.23897191849059787,0.18155016207595978,0.44384858938150185,2541265000.0,,0.030369595175575553,0.32221373107893253,7.611842399580417
General Retail,-1.69528858,,-0.130847618,-2.315082934,,-0.2887749,,,,DG,Subsidiary (proxy = parent listing),,,,,,,,,,,,,,,,,,,,,
General Retail,-0.175487394,,-0.173529894,-1.275087118,,0.267175169,,,,DLTR,Public (direct listing),0.06113213453765342,,0.06881905080315487,0.012441628234973523,0.4118641076758547,0.09470801307536002,0.08822710262863392,0.07244002845011521,0.1721658468383478,-0.08917416177596604,0.15090961628753408,0.012598203863776544,0.055946608214033224,0.03878792151227337,0.035058854678345186,0.04876434775041686,21721800000.0,,-0.0015617503338244071,0.15599283854590387,12.257240932104573
General Retail,0.91006651,,0.363370096,0.699824388,,0.935449146,,,,DLMAF,Public (direct listing),0.1631989372870403,,0.21969187401475168,0.1793808052044421,0.28799297623012854,0.17332300270084464,0.23465824028151738,0.2135661742954622,-0.16049463968748268,-0.3250721302517675,-0.1531312858619679,0.1631989372870403,,0.21969187401475168,,,4063562000.0,0.889300569303483,,0.16375990802717078,
Restaurants & Fast Food,0.467359831,,0.875453194,-0.484223422,,0.43662372,,,,DPZ,Public (direct listing),0.2822725454228849,0.0412599518104142,0.16458584867443452,-0.30884394408506033,0.3438766616249169,0.3366441915462131,0.1933156199457993,0.03465472961793292,-0.4527933629122157,-0.5487111244213815,-0.4062873540562706,0.3029196765423029,0.0060852554583872755,0.17642208701576503,0.0016427519523386019,0.09803576045329121,1671816000.0,,,0.1503573901635847,
Restaurants & Fast Food,-0.023863625,,1.064097332,-0.075214838,,1.208787513,,,,DMPZF,Public (direct listing),0.15671211830228537,0.07043509272467907,0.17024820922871897,-0.3967525157721179,0.5849623992226672,,,,-0.5729609701448922,-0.5889407736910882,-0.20779604754758418,0.15,,0.18848074179743224,,,522000000.0,0.8909961685823755,,-6.012034486209868e-05,
Internet,0.746683056,1.136050085,0.468663729,-1.032506444,1.411032626,1.574506099,-0.063816128,0.715384766,0.953874304,DASH,Public (direct listing),-0.1394422310756972,0.3467675941080197,-0.1567674312623424,-0.6352278134609843,0.8520000169532194,0.04985799087372629,0.052170368860811084,0.33113456464379953,-0.3758070530204952,-0.5671087225992762,-0.5431193025170934,-0.1754668762896204,0.15818568312485137,-0.31319690241435644,0.30178691965561916,1.477355321423118,6809000000.0,,-0.9571246775223051,-0.2803596165490975,9.0595174822416
Internet,0.467296833,-0.886818667,-0.559090634,0.48701749,-0.407559356,-0.389459392,0.755990147,-0.394816466,-1.003541483,ZG,Public (direct listing),-0.015389303672101173,-0.0816135084427767,-0.035240040858018386,-0.44710432582145243,0.6605430980919819,0.011078320090805902,0.004827330115113257,0.18394648829431448,-0.6711900408591731,-0.7271497233077456,-0.6415156303565702,-0.0402660734632762,0.00022612305232334564,-0.047613363160180465,0.025005672005896967,0.8285591739519736,10695454000.0,,-0.4886638914225455,0.3268786057204745,8.987821625430815
Industrials,0.537031343,1.261693944,1.595733677,0.331461291,0.259473269,0.765820512,-0.657472425,0.977807919,-0.591677687,DOW,Public (direct listing),0.07560681814431629,0.035184107116867924,0.10020737408175459,-0.09346663497002172,0.30249490868261414,-0.047822273698169104,0.0031781546362919834,-0.061067970472629685,0.2895908679049981,0.039788706624879655,0.3805648727809019,0.0339057565534918,0.061349631538257385,,,0.16176628154676653,62990000000.0,0.23036989998412447,0.06891798310602115,0.042179032614294974,
Software & IT Services,2.236627697,1.16085209,2.414442116,3.02507647,-3.209130017,-0.030566105,-2.746054757,1.641649489,-2.540995839,DBX,Public (direct listing),0.1778720941448828,0.077390055146207,0.15333992859907952,-0.07271597814258268,0.37894386329319335,0.16508601868832418,0.26795470741943145,0.007683688170321723,-0.3974879259712347,-0.26596924916729614,-0.2277153289281908,-0.0060870471140580295,0.06407587089593426,-0.022008672544615398,0.08780834693661696,0.13976898711714725,3091300000.0,,-0.037329772282436516,0.07873481297481177,7.888709524182015
Supply Chain & Logistics,0.518802839,,-1.287603921,-0.316032408,,-1.428260532,,,,DSDVY,Public (direct listing),0.11045930397057437,0.2926892148365934,0.1069484225489572,-0.30287328792507606,0.4057244739078707,,,,0.18484175625672683,-0.19192395564165876,0.09976034499080288,0.06942594256327643,,0.08898774587780983,,,161395000000.0,0.22772080919483256,,0.16466311579285994,
Specialty Retail & Apparel,1.575375559,,0.845123221,0.095262454,,1.034132924,,,,DBI,Public (direct listing),0.07667943656267094,,0.061927063993020046,-0.31323513808875303,0.6214684083518511,0.005066156163804724,0.022053594072179158,0.013744178632104198,0.839830995973164,1.7218613261700324,1.0990307048338894,-0.0852867707060393,,-0.03579630329772096,-0.016181255913985393,0.055762015001903996,2014634000.0,0.0,0.16668930744704302,0.047072183148192615,9.51044496442652
Restaurants & Fast Food,0.562473724,,0.175375102,-1.227425828,,-0.590664373,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
General Retail,-1.872782943,,0.134269603,-0.12944522,,-0.802037305,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Software & IT Services,0.708708099,-0.509752408,0.25819298,-0.827477796,0.391307493,0.09444828,-0.078556475,-0.262154768,0.51281422,DXC,Public (direct listing),0.03565221709121605,,0.07015063018751921,-0.20843152971628176,0.5219746867387383,0.0013562642454838284,0.023726668775703893,-0.012306721363206097,-0.4524128761189964,-0.6138788794377347,-0.4201684710232808,-0.03376440968456068,0.01791373080768872,0.10237284778891714,-0.02620646878966967,-0.0778798537272477,20139000000.0,0.012364069715477433,-0.012955031707571063,-0.08210053318435284,11.77528972943772
Restaurants & Fast Food,-1.423469092,,-3.182712507,0.03783134,,-1.16276553,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Travel & Leisure,-0.171765673,,2.198425394,2.669675351,,1.57266256,,,,ESYJY,Public (direct listing),-0.016166060837956762,2.95679012345679,-0.0046801872074883,-0.5228990777272778,0.5739655177259315,,,,-0.40529996758921616,-0.42146570369112435,-0.16460279733581196,-0.08779289880282411,,-0.6241426611796982,,,9773000000.0,0.45492683925099764,,-0.35795021489054585,
Industrials,-0.068907233,0.644771761,0.233778359,0.839921028,-0.332019361,0.150792415,-0.587794238,-0.310798432,0.056087448,ETN,Public (direct listing),0.070314731250357,0.05726513144487466,0.14432343870470316,-0.0518264109001082,0.2811307224514773,0.08991903906069536,0.18164925320804992,0.16841775129371173,0.13144208174167593,-0.09494846670685564,-0.057414865444973096,0.05823774453722721,-0.002194737660183798,0.1718092566619916,,-0.03300432359985389,34027000000.0,0.25174126429012256,0.11119451055646914,0.2394877744712489,11.362102575235644
Internet,0.41471181,1.171108024,0.708183382,2.180087543,0.232600378,0.945741969,-1.401716796,0.231444827,-2.338312369,EBAY,Public (direct listing),-0.060863309352517984,-0.059980806142034604,0.23991832567636548,-0.36754197846561776,0.384258028237292,0.11451827941898814,0.19579455360220613,0.19497098646034816,0.2435752369763231,0.21794312059062038,0.1214449473959267,0.300942178876541,0.20640356950420868,0.2531242256382334,0.03280541337882572,-0.017237308747750757,26626000000.0,0.050890107413806056,-0.00549966233028377,0.11411134603836388,14.50865773852422
Internet,-1.080017001,0.204313577,-0.5805237,0.525693408,0.318559731,-1.344225725,0.545045304,0.725178327,-0.060757511,,Subsidiary of private parent,,,,,,,,,,,,,,,,,,,,,
Business Services,-0.754805962,1.594284859,-0.18929395,-0.824111124,-1.180174988,-0.913809886,,-0.517761639,-0.541156007,ECL,Public (direct listing),0.05086119743015146,0.11424554900220674,0.12003270415427339,-0.3609743908773153,0.34850293685889777,0.08650258548533693,0.18089264115047743,0.10043301759133971,-0.1572696647550993,-0.28986563670437016,-0.1839046972091095,0.053281084955485135,,0.126340672968658,-0.0047752187751502004,-0.06453632079938204,21206400000.0,,0.161645694340371,-0.03518058664979706,10.126631103850338
Business Services,-1.877475902,0.103367573,-2.338177675,0.343005932,-0.846429931,-0.984807281,,-0.323879548,-1.757542549,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Financial Services,-0.096024648,-0.404758821,-0.359556032,-0.20120347,-0.000392212,0.286275648,,-0.919708102,0.027625378,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Media & Entertainment,0.718623851,-0.150947094,2.681914665,0.484560112,0.106217841,0.286000091,-1.221349039,0.488956243,-0.858215399,EA,Public (direct listing),0.05717391304347826,,0.16149334859104564,-0.07758614605220227,0.26134514889594296,0.07101112801216876,0.15429557827645732,0.1187335092348285,0.2023140481798078,0.03682804866789202,-0.13500672073809605,0.12685424173438004,-0.03802745280317915,0.20237513238982024,-0.019430454869752818,0.12572087544201657,13800000000.0,,0.061687706699276396,0.06674879937256806,9.464982590349765
Insurance,1.035076341,-1.34871498,-0.208520033,-0.446486766,-1.169722637,-0.636075551,,-0.261940592,-0.468865583,ELV,Public (direct listing),0.0573597391854411,0.12951622559308706,,0.14908084020361234,0.2766553057560197,0.042625323165476986,,0.02638522427440626,-0.590667507736772,-0.22610094226884758,0.05708863948014753,0.05915986071719822,0.00028368898690529385,0.05459027513545628,-0.0017734030064982245,0.15351424682764458,97460000000.0,0.01640673096655038,-0.019943411965243425,0.22312500067231866,11.494761494342557
Life Sciences & Biopharma,0.426480931,1.149338821,1.035230903,0.530080515,0.976936246,0.606769095,0.335534587,1.107805461,-0.366172548,LLY,Public (direct listing),0.12618357722197301,0.007874738685801352,0.2901189149796436,0.4137680951213818,0.27136041041350817,0.22725225326470522,0.47297628357289667,0.5554246209443003,-0.014285561164704808,0.1978607646795385,0.20694346598914626,0.1529739086057285,-0.048686987465678344,,,0.12672823496714292,48806000000.0,0.34301520304880545,-0.04580164810822164,0.4539008796347219,10.46310334047155
Industrials,0.528156305,0.434721778,0.889632823,1.091481232,0.743327221,1.314889947,-0.038209472,0.119976014,-0.434641448,EMR,Public (direct listing),0.09057524108544517,0.06742963192081652,0.17067516661837148,0.027336565314622918,0.2694906565994441,0.05803878747596553,0.19955230399650578,0.02933212996389889,0.06417457315021768,-0.15777817215651213,-0.028556939331676023,0.09553428712927485,-0.005848016607244104,,,0.025484049124082087,35672000000.0,0.01446512671002467,0.08138440784151012,0.11933008237221172,11.356271654924852
Financial Services,1.108226497,1.272010937,1.525553384,2.070707386,0.257011703,2.938804897,,2.404605042,0.31556448,GWLIF,Public (direct listing),0.005542943680954945,-1.041786273992583,,-0.1939057466449977,0.25504987927837913,,,,-0.02780891280707465,0.3634333930285272,0.3196806015899214,0.005288123283629514,,,,,616854000000.0,0.014272421026693512,,0.04616720817001526,
Business Services,-2.380874257,-0.620575791,-0.002637171,-1.272101768,0.461338537,-1.532859756,,-1.141990382,0.646663195,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Travel & Leisure,-0.551002816,,-0.054491502,-0.665992281,,-1.03857551,,,,AAL,Subsidiary (proxy = parent listing),0.0019624204215340875,0.6388126631416906,0.03675644769353291,-0.32872984703712627,0.5632410241107345,0.003215024669743753,0.03212844233310712,0.10843757469524351,-0.20020182813548026,0.034467008581446246,0.16073954303902505,-0.048390141823709376,-0.029043573175635776,-0.1898518645229751,-0.05120379116667579,0.051199357161720194,66467000000.0,0.03482931379481547,0.6300054401183008,-0.19681345334820458,11.723186390453424
Software & IT Services,-0.124957072,0.772799731,0.953586952,0.439798024,1.247937926,1.444436804,1.607593415,1.494565085,1.379877824,EPAM,Public (direct listing),0.10461466779375483,0.2837980662795252,0.11875686312386806,-0.43982578920527626,0.9292532139550348,0.08073599514143914,0.09674165342885557,0.07557010414137899,-0.36459321022461144,-0.6640599878904462,-0.46553326251369553,0.12441764816665801,0.010191423555356252,0.13965504729384828,0.006137137552570303,0.28626729374681514,3523227000.0,,0.062188439617566295,0.36249730630343596,10.968198289528557
Software & IT Services,-4.523885154,0.229213705,-0.818522256,-1.031258453,0.963550796,-0.999014708,-0.558447213,-1.633235299,1.273335258,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Software & IT Services,-0.797612866,0.160938544,-0.347395771,-0.418527519,-0.763919258,-0.88249263,0.475116318,-0.775044944,-0.540316405,EFX,Public (direct listing),0.06028801773482625,0.04027295436544209,0.2061614150169849,-0.28270056722527603,0.38991856525910096,0.058777144371150586,0.18260260451491706,0.14348127600554794,-0.43472406113534967,-0.6015935067823381,-0.47959461644432855,0.023696976579680354,0.058913746745803845,0.09980718887837296,0.16336927370881138,0.18484012771713354,11040900000.0,0.48230669601210047,-0.06822878681546973,0.20856179564490196,8.160518247477505
Financial Services,-0.445803738,1.271561662,-0.217671742,1.165349733,1.027940061,1.519972946,,1.645736483,1.511868604,EQH,Subsidiary (proxy = parent listing),,,,,,,,,,,,,,,,,,,,,
Software & IT Services,0.875355019,1.214295582,0.808409568,0.411329681,0.298594326,0.441051909,-0.503345547,0.78602398,-1.194641209,ERIC,Public (direct listing),0.05356800567608007,0.16887488485411994,0.09853210874032392,-0.45344653483021913,0.44043050178557175,0.08967021690700638,0.11362495021386393,-0.10346206269877334,0.4237037933746495,0.3421145882310608,0.45069963373839217,0.07425706937509408,,0.13439138407500192,,,305614000000.0,0.1345946193564431,,-0.06034617402003417,
Outsourcing & Staffing,2.360953804,,0.927246421,-0.376214526,,0.9328108,,,,,Unresolved - verify (likely private/subsidiary/foreign),,,,,,,,,,,,,,,,,,,,,
Consumer Products,0.366085017,-0.244130468,0.506991506,0.07021038,0.565835896,-0.017970469,,-0.145981973,-0.049138975,EL,Public (direct listing),0.11429937828790053,0.09386370644464992,0.19980831031177765,-0.30164868531259525,0.42241442770066123,-0.012633884792215897,0.1054405716982404,0.045633802816901436,0.009604735297065625,-0.17592329728251732,-0.09524559794835086,0.08707378276171786,,0.13454865983678607,0.018836334089197253,0.06332425815384128,20910000000.0,,0.06607334551862802,0.14602364409214605,7.611842399580417
Life Sciences & Biopharma,-0.555278649,-0.148963526,-1.150785772,-2.230047418,0.729925293,-0.595581929,-0.486380498,-0.958072615,1.760300953,ERFSF,Public (direct listing),0.06051470223632667,-0.000833618649240031,0.11668479313478643,-0.36589402949319816,0.49647459736730887,,,,0.21631925616765768,-0.24211734028704546,-0.1281285297322179,0.08385928442077516,,0.18984176131711747,,,9332300000.0,0.2951148162832314,,0.17777210260750795,
Internet,0.706424772,0.195351516,1.191135716,0.671328423,-1.168455474,-0.576525057,-0.9419549,0.153058774,-1.40118672,EXPE,Public (direct listing),0.016325773387134177,0.35694347522679704,0.10191137396074398,-0.5266131095352364,0.5249666548499309,0.057789213068595566,0.16149232087535428,0.14658634538152615,0.3079021052479305,0.07119394651365551,-0.09612413148350996,-0.03760494621893136,-0.01291262397979984,-0.1421733548702723,-0.026599624531835377,0.042312012402765053,21548000000.0,0.03410989418971598,0.4630495117080133,0.015562375604921389,9.602382459752208
Software & IT Services,0.982692412,0.830825456,2.120939668,1.798341765,0.369124192,1.380346888,1.736683147,0.988695637,-1.885637932,EXPGY,Public (direct listing),0.10693959977969525,,0.21771628498727735,-0.26096140914127597,0.34901026950168124,,,,-0.44354737676756184,-0.5618572933448609,-0.43818350083181545,0.10693959977969525,,0.21771628498727735,,,10894000000.0,0.37598678171470534,,0.032796198999223224,
Outsourcing & Staffing,0.027994322,,0.558660265,0.420075839,,0.474539974,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Specialty Retail & Apparel,0.471579978,,-0.271324918,0.184820372,,0.11762845,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Outsourcing & Staffing,-0.710410571,,0.255406156,0.667397706,,1.02061774,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Business Consulting,-0.480863778,0.630583523,0.88200867,-0.41610013,0.482631104,0.289629888,,0.464081781,0.338082706,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Business Consulting,-0.705586071,-0.594915837,-0.189007014,-0.259872668,0.797799032,-0.237463545,,0.916416426,-1.289441522,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Travel & Leisure,-1.255264516,,0.501437986,-0.05441489,,-0.376862733,,,,ACCYY,Subsidiary (proxy = parent listing),,,,,,,,,,,,,,,,,,,,,
Financial Services,-0.100066227,4.120808537,0.78438151,4.062814484,0.743706282,3.805487716,,1.754247927,2.480171997,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
General Retail,-0.996128349,,-0.160971246,-1.969132652,,-0.20325201,,,,DLTR,Subsidiary (proxy = parent listing),0.06113213453765342,,0.06881905080315487,0.012441628234973523,0.4118641076758547,0.09470801307536002,0.08822710262863392,0.07244002845011521,0.1721658468383478,-0.08917416177596604,0.15090961628753408,0.012598203863776544,0.055946608214033224,0.03878792151227337,0.035058854678345186,0.04876434775041686,21721800000.0,,-0.0015617503338244071,0.15599283854590387,12.257240932104573
Financial Services,2.668863176,0.46668304,0.328987418,0.414894175,-0.63796484,-0.065382063,,0.695049811,-1.728203297,FNMA,Public (direct listing),0.003001657496548431,-0.02330313145763785,,-0.5778401103787756,0.5283695818721353,,,,-0.09964549335472306,-0.46005051320623125,-0.5526764653246367,0.005243587033471848,,,,,4229166000000.0,0.9832177313446671,,-0.5167657085034087,8.909235279192261
Insurance,-0.403713575,-1.792268461,-0.014475512,-1.384296951,-0.628355095,-1.25232387,,-1.038402379,0.801931546,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Software & IT Services,-1.009256591,-0.577723432,-0.096217446,-1.162304662,1.141989879,0.545781424,-0.141170729,0.752610403,1.475449601,FDMGF,Public (direct listing),,,,,,,,,,,,,,,,,,,,,
Supply Chain & Logistics,0.317234145,,1.14439804,0.065022409,,0.648276669,,,,FDX,Public (direct listing),0.044491476149498804,,0.06975575327230729,-0.32069753126009704,0.4392077784325604,0.04982817392077387,0.07038821750622735,0.08303249097472931,0.4846575186861086,0.5483017809892026,0.5963778768418386,0.03377476924260469,0.014940274593925195,0.05888583032443491,0.004294656780700958,0.10664471079743076,85994000000.0,0.23020210712375283,0.06030584051151571,0.13854802585253326,
Supply Chain & Logistics,-0.095808904,,0.597077425,-0.774051685,,0.546330413,,,,FDX,Subsidiary (proxy = parent listing),0.044491476149498804,,0.06975575327230729,-0.32069753126009704,0.4392077784325604,0.04982817392077387,0.07038821750622735,0.08303249097472931,0.4846575186861086,0.5483017809892026,0.5963778768418386,0.03377476924260469,0.014940274593925195,0.05888583032443491,0.004294656780700958,0.10664471079743076,85994000000.0,0.23020210712375283,0.06030584051151571,0.13854802585253326,
Supply Chain & Logistics,-0.452296658,,-0.34275103,-0.107008549,,0.416461205,,,,FDX,Subsidiary (proxy = parent listing),0.044491476149498804,,0.06975575327230729,-0.32069753126009704,0.4392077784325604,0.04982817392077387,0.07038821750622735,0.08303249097472931,0.4846575186861086,0.5483017809892026,0.5963778768418386,0.03377476924260469,0.014940274593925195,0.05888583032443491,0.004294656780700958,0.10664471079743076,85994000000.0,0.23020210712375283,0.06030584051151571,0.13854802585253326,
Supply Chain & Logistics,-0.288530681,,0.648083978,-0.62482968,,0.527001463,,,,FDX,Subsidiary (proxy = parent listing),0.044491476149498804,,0.06975575327230729,-0.32069753126009704,0.4392077784325604,0.04982817392077387,0.07038821750622735,0.08303249097472931,0.4846575186861086,0.5483017809892026,0.5963778768418386,0.03377476924260469,0.014940274593925195,0.05888583032443491,0.004294656780700958,0.10664471079743076,85994000000.0,0.23020210712375283,0.06030584051151571,0.13854802585253326,
Supply Chain & Logistics,0.536414763,,-0.90395828,0.534031455,,0.269526792,,,,FERG,Public (direct listing),0.13549581763616628,0.25333450333450336,0.09871875656374711,-0.2621701703705036,0.36767954164206323,,,,0.2520158258040386,-0.19764129298237343,-0.12449679254398793,0.12143526748757033,,0.09213754606004133,,0.25333450333450336,15661000000.0,0.3274375838069089,,0.1939869944124485,
Financial Services,-0.027590152,0.190960243,0.476684892,0.754337796,0.620211397,0.72856637,,0.118672774,0.63268809,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Financial Services,-0.292629808,0.14095257,0.690802337,-0.524603469,0.563823127,-0.092672421,,0.417127423,0.510328403,FITB,Public (direct listing),0.011790679289667007,0.07940314415134564,,-0.30160930929863183,0.36217118761922307,0.009303132047320533,,0.3137440758293839,0.11577193155621335,-0.02853711146138771,0.007344282918269496,0.01312074878265977,,,,,211116000000.0,0.05599291384831088,,0.11436812107320608,9.897066984733206
Restaurants & Fast Food,1.245214781,,-0.350098336,-0.106908445,,0.240658007,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Outsourcing & Staffing,-0.493628903,,0.224115311,-0.304289056,,1.220094872,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Financial Services,0.740215647,-1.858187779,-0.234618157,-1.082143134,-1.92521943,-0.613169818,,-0.00823036,-0.480705263,FIS,Public (direct listing),-0.2647365593097127,0.04079665917121744,0.1315843621399177,-0.4095715356137738,0.48374747439839266,0.07448373980904824,0.1693181818181818,0.30134281200631907,-0.62544135724117,-0.7035165766323158,-0.48237615905750963,0.0034895349579627155,0.0007362225971536553,0.07125978384519914,-0.008876070576822616,0.16015486483034025,82931000000.0,0.019498137005462372,-0.08391835303016562,-0.19340271118689759,10.596634733096073
Financial Services,-2.207058884,-1.357265043,-2.005502755,-2.327094424,-0.194382926,-2.905284488,,-2.323948029,0.3661087,FI,Public (direct listing),,,,,,,,,,,,,,,,,,,,,
Financial Services,-2.139158916,-0.172824683,-0.725413048,-0.395710926,0.660398201,-0.343827086,,-1.000737073,-0.377729426,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Specialty Retail & Apparel,-0.211801625,,0.124456848,-1.282146555,,-0.773756183,,,,FIVE,Public (direct listing),0.09679356769404887,,0.13336825408639516,-0.08321950830835678,0.5351816373099814,0.09089163857952892,0.11040962572614467,0.3246432093079328,2.549881818504069,0.4710532991102421,0.3268529409713996,0.09915211067704038,-0.021714129961972656,0.11248637572429429,0.00012709876800763318,0.2327615657142191,2880460000.0,,0.1337630464235613,0.1534993805167224,8.716044050161402
Restaurants & Fast Food,-0.762107915,,0.111636722,0.393440412,,-0.437655159,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Specialty Retail & Apparel,0.871175867,,-1.982214612,-0.14281621,,-0.716512984,,,,FND,Public (direct listing),0.06853100792831104,0.24200728520739423,0.1020998374242257,-0.4037759520020128,0.6067374577807598,0.036305588997337886,0.053948711894407295,-0.007290176956079697,-0.6659462033792987,-0.6042176990969023,-0.4366736900895295,0.06947245491765133,0.005556021199885629,0.08833633355215294,0.010454012716829619,0.30068495589851263,3730695000.0,0.0005637019375746343,0.02803366427122084,0.25914066335089264,15.424948470398377
Specialty Retail & Apparel,2.138702965,,0.512423792,-0.850068694,,-0.140769734,,,,,Private / no public equity,,,,,,,,,,,,,,,,,,,,,
Grocery Stores,0.638954876,,0.478065061,-0.050134108,,0.582169563,,,,ADRNY,Subsidiary (proxy = parent listing),,,,,,,,,,,,,,,,,,,,,
